Year,State,Less than a high school diploma,High school diploma only,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only
1980,LA,5150,3039,52.8,31.2
1980,LA,16550,9972,50.4,30.4
1980,LA,8776,5219,52.4,31.1
1980,LA,27707,21251,35.8,27.4
1980,LA,22448,11620,53.9,27.9
1980,LA,13417,11729,43.5,38
1980,LA,28830,23036,38.9,31.1
1980,LA,7329,3640,56.4,28
1980,LA,32501,24032,43.5,32.2
1980,LA,2805,1297,55.1,25.5
1980,LA,12182,5299,60.7,26.4
1980,LA,20453,11942,49.1,28.6
1980,LA,22185,15259,47.4,32.6
1980,LA,6836,3785,54.2,30
1980,LA,14877,7199,56.4,27.3
1980,LA,12799,8228,49.1,31.6
1980,LA,4803,3212,49.6,33.2
1980,LA,4028,1777,54.2,23.9
1980,ME,23932,20723,41.5,35.9
1980,ME,32517,49812,25,38.3
1980,ME,21322,31961,28.1,42.1
1980,ME,5127,6695,30.6,39.9
1980,ME,26877,31941,32.1,38.2
1980,MD,20435,20370,40.7,40.5
1980,MD,10211,12563,32.8,40.3
1980,MD,6400,3180,55.3,27.5
1980,MD,27642,27285,40.2,39.7
1980,MD,16910,11738,43.7,30.4
1980,MD,9135,5598,47.2,28.9
1980,MA,14084,38568,14.2,38.8
1980,MA,27029,35113,30.3,39.4
1980,MA,89015,102386,33.5,38.5
1980,MA,19371,23837,26,32
1980,MA,127927,136276,33.3,35.5
1980,MI,8110,12061,30.6,45.5
1980,MI,24028,27640,35.6,40.9
1980,MI,34596,35703,35.2,36.3
1980,MI,26853,33733,32.2,40.5
1980,MI,10621,12164,36.6,41.9
1980,MI,8171,14059,27,46.5
1980,MI,10796,21878,21.9,44.4
1980,MI,78943,98793,32.2,40.4
1980,MI,30782,46105,22,33
1980,MI,27270,35506,30.8,40.1
1980,MI,28254,40096,24.2,34.4
1980,MI,72319,91214,29.1,36.8
1980,MI,9370,15303,23.1,37.8
1980,MI,26912,30823,36.6,42
1980,MI,9809,11289,36.2,41.7
1980,MI,30966,34958,34.7,39.2
1980,MI,26228,32488,30.9,38.2
1980,MI,42631,51235,34.2,41.1
1980,MI,14576,14684,37.9,38.2
1980,MI,26964,37211,19.1,26.3
1980,MN,4505,5351,33.6,40
1980,MN,6865,10069,25,36.6
1980,MN,5843,7460,33.3,42.5
1980,MN,6693,8700,27,35.1
1980,MN,2632,3574,31.4,42.6
1980,MN,5228,5194,38.7,38.4
1980,MN,3856,4215,35.7,39.1
1980,MN,3738,5338,26.4,37.7
1980,MN,9455,18851,18.3,36.5
1980,MN,7480,7088,37.2,35.2
1980,MN,36573,52157,28,39.9
1980,MN,17389,19941,33,37.8
1980,MN,4094,4607,36,40.6
1980,MS,7556,3670,52.9,25.7
1980,MS,12737,10644,36.6,30.6
1980,MS,5775,4817,41.4,34.5
1980,MS,27000,30031,32.3,35.9
1980,MS,41039,37626,30,27.5
1980,MS,20091,24226,32.5,39.2
1980,MS,4919,4201,38.5,32.9
1980,MS,9666,5263,45,24.5
1980,MS,2393,1942,45.3,36.8
1980,MS,13873,13267,35.6,34
1980,MS,6612,4164,50,31.5
1980,MS,7931,3469,53.5,23.4
1980,MO,2905,3813,34.4,45.2
1980,MO,3737,1921,59.6,30.6
1980,MO,10071,14047,20.3,28.4
1980,MO,19336,20892,36.6,39.5
1980,MO,7376,6518,40.5,35.8
1980,MO,11958,10914,36.2,33
1980,MO,4678,5697,35.8,43.6
1980,MO,9905,11733,29.9,35.5
1980,MO,3728,2879,48.7,37.6
1980,MO,1859,2378,35.8,45.8
1980,MO,30766,40719,28.9,38.2
1980,MO,20023,19414,38.1,37
1980,MO,4004,3492,44.4,38.7
1980,MO,3291,2752,44.4,37.2
1980,MO,8962,9791,36.7,40.1
1980,MO,3444,2333,51.3,34.7
1980,MO,4700,4138,42.1,37.1
1980,MO,5222,4578,44.4,38.9
1980,MT,1586,1936,30.4,37.2
1980,MT,11284,18393,24.8,40.3
1980,MT,175,232,27.9,37
1980,MT,7953,15215,18.7,35.9
1980,MT,14399,22727,23.4,36.9
1980,NE,3254,5795,27.3,48.5
1980,NE,2936,4186,32.2,45.9
1980,NE,1465,1840,34,42.7
1980,NE,52772,86431,23.2,38.1
1980,NE,6985,12234,25.2,44.1
1980,NE,1428,2392,25.7,43.1
1980,NE,1280,1828,31.4,44.8
1980,NE,19818,39073,18.5,36.5
1980,NE,1652,2358,31.1,44.4
1980,NE,6162,18872,14.2,43.4
1980,NE,3688,5061,32.5,44.6
1980,NE,2756,3618,31.6,41.5
1980,NE,2493,3923,27.8,43.7
1980,NV,174,386,18.2,40.5
1980,NV,23884,45453,19.9,38
1980,NV,4311,8083,21.5,40.2
1980,NH,46685,57600,28.9,35.7
1980,NJ,46508,43588,38.6,36.2
1980,NJ,20241,20152,37.5,37.4
1980,NJ,36231,26690,46.7,34.4
1980,NJ,60185,61425,32.2,32.9
1980,NJ,17129,21789,33.4,42.4
1980,NM,55554,79948,23.5,33.8
1980,NM,16645,14291,34.9,30
1980,NM,6311,6792,33,35.5
1980,NM,13742,14686,34.9,37.3
1980,NM,10593,13311,24.2,30.4
1980,NM,1795,1687,41.6,39.1
1980,NM,11122,12312,35.7,39.5
1980,NY,49153,59034,28.3,34
1980,NY,39125,49671,30.6,38.9
1980,NY,17574,24216,30.5,42
1980,NY,14865,15346,37.2,38.4
1980,NY,18353,20134,36,39.5
1980,NY,11106,13225,31.8,37.9
1980,NY,52953,56497,35,37.4
1980,NY,73729,98854,27.3,36.7
1980,NY,22311,24626,36.6,40.4
1980,NY,29956,32844,34,37.3
1980,NY,23617,33027,26.8,37.5
1980,NY,26932,35700,28.5,37.8
1980,NY,5985,6659,35.8,39.9
1980,NY,7913,11945,28.1,42.5
1980,NY,8432,12948,19.2,29.5
1980,NY,31870,33670,33.2,35
1980,NY,10069,12087,31.2,37.4
1980,NY,11895,12339,37.5,38.9
1980,NC,28078,17513,46,28.7
1980,NC,8193,4087,56.1,28
1980,NC,10185,6555,48.5,31.2
1980,NC,41270,30065,40.6,29.6
1980,NC,23475,11011,54,25.3
1980,NC,22019,10681,55.6,27
1980,NC,30094,16971,48.2,27.2
1980,NC,10094,5681,48.5,27.3
1980,NC,14253,12119,39.1,33.3
1980,NC,35495,43116,30.4,36.9
1980,NC,35690,18603,52.8,27.5
1980,NC,7427,4512,49.5,30.1
1980,NC,30907,22356,34.9,25.3
1980,NC,17021,8834,54.4,28.2
1980,NC,54687,43123,37.3,29.4
1980,NC,68708,50334,36.7,26.9
1980,NC,14302,8829,48.4,29.9
1980,NC,14641,12071,38.5,31.7
1980,NC,5405,2960,52.5,28.8
1980,NC,3218,1459,58.2,26.4
1980,NC,5887,2425,58.4,24.1
1980,NC,19570,11065,49.7,28.1
1980,NC,21410,19537,35.1,32
1980,NC,14767,17701,33.6,40.3
1980,NC,10509,7656,26.4,19.2
1980,NC,3274,1774,52,28.2
1980,NC,6931,3874,52.6,29.4
1980,NC,9410,4766,54.6,27.6
1980,NC,20330,11584,43.2,24.6
1980,NC,29690,16234,53.4,29.2
1980,NC,27792,12648,55.4,25.2
1980,NC,10754,6327,55.1,32.4
1980,NC,23049,16709,43.2,31.3
1980,NC,10297,5176,57.6,29
1980,ND,6942,8970,23.3,30.1
1980,ND,10531,15556,21.7,32.1
1980,ND,7673,10317,23.8,32
1980,ND,5472,4386,39.8,31.9
1980,ND,628,431,45.6,31.3
1980,ND,726,528,45.6,33.2
1980,OH,20746,29067,32.5,45.5
1980,OH,19010,23663,37.3,46.4
1980,OH,5501,7099,37.3,48.1
1980,OH,30478,37601,34.7,42.8
1980,OH,6506,10271,30.9,48.7
1980,OH,17637,28911,24.3,39.8
1980,OH,21147,25207,37.7,44.9
1980,OH,15631,15515,42.1,41.8
1980,OH,90899,103323,33.2,37.8
1980,OH,60772,73697,34.5,41.8
1980,OH,17662,23830,33.1,44.7
1980,OH,103192,128957,30.6,38.2
1980,OH,20710,30677,29,43
1980,OH,25912,33951,33.9,44.4
1980,OH,73703,101020,32.6,44.7
1980,OH,96764,123546,30.8,39.3
1980,OH,45632,66541,31.8,46.4
1980,OH,13725,23313,25,42.5
1980,OK,14483,21448,26.7,39.5
1980,OK,2072,1532,44.6,32.9
1980,OK,14480,13430,41.6,38.6
1980,OK,12644,7040,52.1,29
1980,OK,10521,7623,45.2,32.8
1980,OK,8721,9181,36.4,38.3
1980,OK,3679,3801,38.5,39.8
1980,OK,9363,10474,35.1,39.2
1980,OK,9106,5341,51.8,30.4
1980,OK,67394,101096,24.3,36.4
1980,OK,8594,8677,36.7,37.1
1980,OR,4831,9386,13.9,27
1980,OR,8054,14790,21.7,39.9
1980,OR,21076,31523,26.1,39.1
1980,OR,11810,14324,31.9,38.6
1980,OR,35946,56390,22.4,35.2
1980,OR,15991,21644,30.5,41.2
1980,OR,32034,45029,26.5,37.2
1980,OR,6997,8927,26.3,33.6
1980,PA,16044,15545,40.8,39.6
1980,PA,81591,75606,41.5,38.4
1980,PA,28879,40167,34.6,48.2
1980,PA,43038,49046,38.9,44.4
1980,PA,14578,14429,42.6,42.1
1980,PA,13100,19844,24.2,36.7
1980,PA,13326,16184,36.5,44.3
1980,PA,29049,43782,27.1,40.9
1980,PA,43329,63181,30.1,43.9
1980,PA,48016,71947,30.1,45
1980,PA,28274,27374,41.4,40
1980,PA,52626,59757,36.2,41.1
1980,PA,85359,78641,40.4,37.2
1980,PA,26677,28310,40.4,42.8
1980,PA,60919,66095,35.4,38.4
1980,PA,86081,93241,38.8,42
1980,PA,24309,30797,34.4,43.6
1980,PA,25603,35012,33.2,45.4
1980,PA,13793,17806,32.2,41.5
1980,PA,4141,3884,39.7,37.2
1980,PA,53288,54343,38.2,39
1980,PA,8154,9667,38.9,46.1
1980,PA,4772,7047,31.4,46.4
1980,PA,72563,77632,38.2,40.9
1980,SC,27318,17681,45.1,29.2
1980,SC,41550,20009,52.7,25.4
1980,SC,8903,10330,28,32.4
1980,SC,18320,18121,38.6,38.2
1980,SC,3550,1817,52.5,26.9
1980,SC,53485,43779,36.4,29.8
1980,SC,18320,8821,53,25.5
1980,SC,11214,10821,35.7,34.5
1980,SC,5724,2158,58.7,22.1
1980,SC,6483,2755,56.7,24.1
1980,SC,29565,16425,48.5,26.9
1980,SC,73561,44336,43.9,26.5
1980,SC,23691,17256,41.5,30.2
1980,SC,4100,2339,53.8,30.7
1980,SC,10785,6466,48.4,29
1980,SC,18287,6967,59.7,22.7
1980,SC,28441,23836,35.8,30
1980,SC,21046,10897,49.5,25.6
1980,SC,47013,36657,32.6,25.4
1980,SC,5389,2464,57.6,26.3
1980,SC,60299,29389,50.5,24.6
1980,SC,20646,13292,45.6,29.3
1980,SC,10712,4453,58.6,24.4
1980,SD,1152,1228,31.9,34
1980,SD,2732,3186,33.3,38.9
1980,SD,1454,1511,37.1,38.5
1980,SD,2713,4131,25.2,38.3
1980,SD,14885,24345,24.2,39.6
1980,SD,7879,14125,21.2,38
1980,SD,2342,2192,38.7,36.2
1980,SD,2208,2541,34.4,39.6
1980,TN,15715,13358,37.8,32.1
1980,TN,20486,15944,42.9,33.4
1980,TN,17907,11340,47,29.8
1980,TN,12870,4990,62.5,24.3
1980,TN,16144,8821,53,28.9
1980,TN,3891,1933,55.6,27.6
1980,TN,4953,2879,55,32
1980,TN,6458,2459,65.6,25
1980,TN,14258,8955,49,30.8
1980,TN,62093,56274,36.3,32.9
1980,TN,13909,8782,52.9,33.4
1980,TN,9486,5883,51.7,32.1
1980,TN,67430,59270,35.6,31.3
1980,TN,9169,5938,51.3,33.2
1980,TN,18321,13710,42.4,31.7
1980,TN,8211,3994,57.9,28.2
1980,TN,14710,16014,34.2,37.2
1980,TN,5668,3040,59.5,31.9
1980,TN,4714,2265,59.3,28.5
1980,TN,13538,9430,45.9,32
1980,TN,2983,1400,60.8,28.5
1980,TN,38172,28138,43,31.7
1980,TN,5609,2854,54.8,27.9
1980,TN,4261,1924,63.8,28.8
1980,TN,22451,14937,42.9,28.5
1980,TX,3694,2759,42,31.4
1980,TX,1885,1511,43.2,34.7
1980,TX,448,431,33.8,32.5
1980,TX,25900,26285,32.9,33.4
1980,TX,17975,14811,40.1,33
1980,TX,12192,8377,30.9,21.3
1980,TX,4371,2039,57.7,26.9
1980,TX,3216,2166,45.5,30.6
1980,TX,59058,21574,56.2,20.5
1980,TX,1496,1342,37.2,33.3
1980,TX,3037,2014,49.7,33
1980,TX,6607,9948,27.8,41.9
1980,TX,2625,1207,54.7,25.2
1980,TX,24348,19664,38.9,31.5
1980,TX,97151,69833,40.5,29.1
1980,TX,6660,2747,57.7,23.8
1980,TX,1713,708,55.6,23
1980,TX,21840,17110,39.5,31
1980,TX,19663,17833,34.5,31.3
1980,TX,9999,8168,43.3,35.3
1980,TX,81339,26075,58.9,18.9
1980,TX,743,372,53.7,26.9
1980,TX,338,244,40.9,29.5
1980,TX,53218,47667,36.5,32.7
1980,TX,5712,2845,52.8,26.3
1980,TX,3171,2232,43.1,30.3
1980,TX,36268,30369,33.6,28.1
1980,TX,2724,1029,57.4,21.7
1980,TX,40101,27827,41.5,28.8
1980,TX,1386,757,52.3,28.6
1980,TX,12903,13269,27.5,28.3
1980,TX,4115,2541,54.8,33.9
1980,TX,59046,39300,41,27.3
1980,TX,411,367,36.5,32.6
1980,TX,17472,17793,37.8,38.5
1980,TX,22433,18262,39.9,32.5
1980,TX,7723,13453,18.3,31.9
1980,TX,5367,2078,60,23.2
1980,TX,11918,7200,46.9,28.3
1980,TX,14653,8161,48.4,27
1980,TX,26156,21271,34.9,28.3
1980,TX,21324,18107,35.5,30.1
1980,TX,19307,13448,40.2,28
1980,TX,7845,5308,46,31.2
1980,TX,15501,11217,41.6,30.1
1980,TX,27599,9058,58.5,19.2
1980,TX,23822,22296,34.6,32.4
1980,UT,3600,6643,22.2,40.9
1980,UT,3971,8136,15.6,32
1980,UT,9480,26014,14.2,38.9
1980,UT,732,1316,25.5,45.8
1980,UT,393,990,16.7,42
1980,UT,15226,27417,17.3,31.1
1980,UT,2619,4996,20.2,38.6
1980,UT,16550,28369,22.2,38.1
1980,VT,13226,20709,21.7,33.9
1980,VT,8034,7619,40.8,38.7
1980,VT,931,1051,33.6,37.9
1980,VA,9189,6910,29.9,22.5
1980,VA,9949,3925,57.6,22.7
1980,VA,4034,1847,56.7,26
1980,VA,15794,9697,48.5,29.7
1980,VA,10667,6054,49.9,28.3
1980,VA,6088,4849,42.3,33.7
1980,VA,4411,1505,64.3,21.9
1980,VA,12954,7539,49.2,28.6
1980,VA,1250,838,50.2,33.7
1980,VA,4390,1714,59.9,23.4
1980,VA,2913,1851,48.2,30.7
1980,VA,11397,5977,54.4,28.5
1980,VA,9244,6623,46.6,33.4
1980,VA,5189,3842,47.4,35.1
1980,VA,2304,1364,50.8,30.1
1980,VA,10958,6321,38,21.9
1980,VA,4828,1346,63.4,17.7
1980,VA,11335,5339,53.3,25.1
1980,VA,13546,14972,30,33.1
1980,VA,15514,10179,47,30.9
1980,VA,9817,4012,63.3,25.9
1980,VA,15511,6244,55.7,22.4
1980,VA,1925,1194,47.4,29.4
1980,VA,5838,3040,49,25.5
1980,VA,7670,4696,34.9,21.3
1980,VA,3301,2281,36.5,25.2
1980,VA,16311,9966,41.1,25.1
1980,VA,2339,1253,38.9,20.8
1980,VA,27154,19367,42.5,30.3
1980,VA,5830,4808,38.8,32
1980,VA,5896,3727,41.9,26.5
1980,VA,3994,2750,41.6,28.7
1980,VA,5700,3538,44.9,27.9
1980,WA,2662,4375,26.5,43.6
1980,WA,11511,22982,18.7,37.3
1980,WA,8780,10009,30.9,35.2
1980,WA,757,1229,28.1,45.6
1980,WA,13394,18946,28.9,40.9
1980,WA,3718,5132,28.3,39.1
1980,WA,5279,7129,28.2,38.1
1980,WA,17375,34252,20.3,40.1
1980,WA,1626,2093,31.9,41
1980,WA,10101,16099,25.5,40.7
1980,WA,43186,74972,21.8,37.8
1980,WA,4159,7157,25.4,43.7
1980,WA,14556,27452,20,37.8
1980,WA,6986,9691,24.8,34.4
1980,WA,14300,23633,23.5,38.8
1980,WA,37601,34169,37.9,34.4
1980,WV,12251,9881,44.1,35.5
1980,WV,9918,5286,58.6,31.2
1980,WV,6849,8117,37.3,44.2
1980,WV,24927,22087,38.4,34
1980,WV,3902,1736,63.3,28.2
1980,WV,17791,10323,53.3,30.9
1980,WV,4100,3158,46.9,36.1
1980,WV,9238,10631,37.9,43.7
1980,WV,50195,52736,35,36.8
1980,WV,7712,3971,59.1,30.5
1980,WV,9835,10995,39.3,43.9
1980,WV,6421,6787,40,42.3
1980,WV,13194,12069,33.8,30.9
1980,WV,13166,15232,34.6,40.1
1980,WV,8725,6392,49.6,36.3
1980,WV,8406,9326,37.4,41.5
1980,WV,23745,16979,46.4,33.1
1980,WV,13124,9334,49.4,35.1
1980,WV,1377,1042,48.3,36.6
1980,WV,19540,22569,34.9,40.4
1980,WI,24827,43112,26.1,45.3
1980,WI,5536,7430,33.5,45
1980,WI,10712,12707,36.5,43.3
1980,WI,8047,11347,30.8,43.4
1980,WI,29431,61259,16.3,33.8
1980,WI,8036,11247,30.8,43
1980,WI,10526,17425,25,41.5
1980,WI,16163,22509,31.9,44.4
1980,WI,5870,7606,33.1,42.9
1980,WI,3332,5084,29.5,45.1
1980,WI,4079,4931,37,44.7
1980,WI,13192,19582,26.5,39.3
1980,WI,22123,25092,35.4,40.1
1980,WI,6993,7143,41.1,42
1980,WI,19375,32086,27.7,45.9
1980,WI,31698,39155,32.3,39.9
1980,WI,22808,35986,28.9,45.7
1980,WI,19096,26304,32.2,44.4
1980,WI,21101,32603,28,43.2
1980,WY,7633,15711,19.9,40.9
1980,WY,6923,15333,17.5,38.7
1980,AL,3780,2100,56.9,31.6
1980,AL,19635,11353,53.4,30.9
1980,AL,20624,12765,50.9,31.5
1980,AZ,8307,8304,38.3,38.3
1980,AR,16741,9086,53.1,28.8
1980,AR,10701,4242,58.3,23.1
1980,AR,8881,4566,54.9,28.3
1980,CA,6189,13677,18,39.8
1980,CO,4497,5005,34.8,38.7
1980,CT,28952,34821,29.4,35.4
1980,FL,8195,6844,41.1,34.4
1980,FL,5899,3177,55.1,29.7
1980,FL,4986,3344,49.5,33.2
1980,FL,11911,15689,27.7,36.5
1980,FL,5726,4046,49.4,34.9
1980,FL,13878,10771,44.7,34.7
1980,GA,3425,2249,48.5,31.8
1980,GA,9975,4673,57.9,27.1
1980,GA,8717,3711,59.3,25.3
1980,GA,11543,5033,60.3,26.3
1980,GA,16985,6673,58.2,22.9
1980,GA,9264,4063,58.5,25.7
1980,IL,25698,27738,37.9,40.9
1980,IL,6950,9478,32.2,43.9
1980,IL,9038,10385,36.7,42.2
1980,IL,11472,9421,43.6,35.8
1980,IL,8975,11664,33.2,43.2
1980,IN,6562,8711,34.7,46.1
1980,IN,5148,6093,38.4,45.4
1980,IN,7049,6604,43.3,40.5
1980,IN,17250,19492,37.3,42.2
1980,IN,12294,13937,39.2,44.4
1980,IN,6520,7051,37.7,40.7
1980,IN,5938,10543,28.3,50.3
1980,KS,3224,4603,31,44.3
1980,KS,4617,5583,34.9,42.1
1980,KY,3671,2529,49.7,34.2
1980,KY,9027,8339,36,33.3
1980,KY,5442,3296,50.8,30.8
1980,KY,6516,5308,44,35.9
1980,LA,12744,7928,50.7,31.5
1980,MD,6821,4718,40.3,27.9
1980,MI,12555,17349,32.4,44.7
1980,MN,8826,9896,35,39.2
1980,MN,7920,9298,34.3,40.2
1980,MN,6375,7482,36.7,43.1
1980,MN,7600,9132,31.8,38.2
1980,MS,6231,3878,39.5,24.6
1980,MS,7783,6708,41.8,36
1980,MO,5141,6930,27.9,37.6
1980,MO,8568,8608,38.5,38.7
1980,MO,12187,9041,47.2,35
1980,MO,6789,5462,43.7,35.1
1980,NV,1884,4971,14.9,39.3
1980,NV,1668,2371,30.5,43.3
1980,NH,7882,9701,29.8,36.7
1980,NH,15410,21578,26,36.5
1980,NY,17257,19735,35.2,40.3
1980,NY,29891,34456,34.2,39.4
1980,NY,13915,12987,37,34.6
1980,NY,10660,14671,30.8,42.4
1980,NY,6933,7876,34.3,39
1980,NY,19664,23592,33.4,40
1980,NC,1878,932,55.4,27.5
1980,NC,25635,12599,52.6,25.8
1980,NC,3059,2841,35.3,32.7
1980,NC,11289,5325,55.6,26.2
1980,NC,17199,9070,52.6,27.7
1980,NC,7765,3838,48.9,24.1
1980,NC,3380,1468,58.5,25.4
1980,NC,15890,8018,53.6,27
1980,NC,12070,5233,56.7,24.6
1980,NC,19808,9298,56.6,26.6
1980,NC,18740,9457,52,26.2
1980,OH,8113,12063,30.7,45.7
1980,OH,20883,28576,34.4,47.1
1980,OH,8878,9888,32.1,35.7
1980,OH,7067,9167,35.9,46.6
1980,OH,7104,8563,35.9,43.3
1980,OH,24811,29866,36.9,44.4
1980,OH,7762,10034,36.1,46.7
1980,OH,10130,14209,34.4,48.2
1980,OH,14889,20794,32,44.7
1980,OH,6955,6871,42.7,42.2
1980,OH,9922,14765,32.5,48.4
1980,OH,8708,12267,32.6,45.9
1980,OH,8064,11203,34.6,48.1
1980,OH,13654,17830,34.6,45.1
1980,OH,17929,21273,37.4,44.4
1980,OH,16615,15157,42.7,39
1980,OH,18527,22687,34.2,41.9
1980,OK,7409,8626,25.4,29.6
1980,OK,12494,12218,38.2,37.4
1980,OK,10440,10073,38.8,37.5
1980,OR,5090,7966,25.6,40.1
1980,OR,2947,3951,30.5,40.9
1980,OR,3316,5870,24.8,43.9
1980,PA,17607,22091,35.5,44.5
1980,PA,24232,28468,36.8,43.3
1980,PA,20717,21722,42,44.1
1980,PA,13705,18108,35.1,46.3
1980,TN,8745,5517,51.5,32.5
1980,TN,10077,7159,43.9,31.2
1980,TN,3948,1265,67.5,21.6
1980,TN,11395,5955,57.1,29.8
1980,TN,6211,4206,50.6,34.2
1980,TN,13271,6878,50,25.9
1980,TN,10046,6600,51.5,33.8
1980,TX,6806,4715,41.9,29
1980,TX,5658,3601,41.7,26.5
1980,TX,13506,7701,49.3,28.1
1980,TX,7608,4612,48.7,29.5
1980,TX,7005,5661,35.8,29
1980,TX,9707,6094,46.4,29.1
1980,TX,11324,5330,51.4,24.2
1980,TX,6825,4383,46.1,29.6
1980,TX,6373,2340,53.3,19.6
1980,TX,9242,5888,39.2,25
1980,TX,6918,2968,51.7,22.2
1980,TX,11862,5386,51.7,23.5
1980,UT,875,1863,16.1,34.3
1980,UT,932,1771,22,41.8
1980,WA,4526,10581,17.8,41.5
1980,WA,3478,4602,25.6,33.9
1980,WA,10834,13316,32.6,40.1
1980,WA,5526,7843,28.8,40.9
1980,WI,16924,18544,38.2,41.9
1980,WI,5624,6273,32.4,36.1
1980,WI,12173,15775,32.3,41.9
1980,WI,11800,16543,29,40.6
1980,AL,4578,2031,61.7,27.4
1980,AL,4468,2016,56.9,25.7
1980,AL,6965,3192,58.8,26.9
1980,AL,7390,3837,57.1,29.6
1980,AR,6274,3214,56.5,28.9
1980,CA,85,185,13.9,30.3
1980,CA,2987,5491,23.2,42.7
1980,CA,2719,2565,35.4,33.4
1980,CO,1116,1694,25.7,39.1
1980,FL,5591,4065,46.4,33.7
1980,FL,1771,1355,47,35.9
1980,FL,2744,2089,43.1,32.8
1980,GA,2146,1166,56.4,30.7
1980,GA,5608,2656,59.1,28
1980,GA,4216,1598,62.5,23.7
1980,GA,4177,1397,65.1,21.8
1980,GA,3242,1418,56.8,24.9
1980,GA,3218,1679,53.7,28
1980,GA,2206,958,59.7,25.9
1980,IL,6380,5115,47,37.7
1980,IL,4399,4170,43.2,41
1980,IL,7346,9000,36.5,44.7
1980,IL,8215,8042,42,41.1
1980,IL,9627,8681,44.6,40.2
1980,IL,4855,3118,50.1,32.2
1980,IN,2870,2057,50.9,36.5
1980,IN,4977,4213,46.4,39.3
1980,IN,5112,4477,45.8,40.1
1980,IN,3275,5030,32.8,50.4
1980,IN,2838,3449,36.8,44.8
1980,IN,6032,5932,43.5,42.8
1980,IN,4193,5237,37.5,46.8
1980,IN,5963,4660,47.4,37
1980,IN,2101,1667,49,38.9
1980,IN,3238,4969,32.4,49.8
1980,KS,2204,2226,40.3,40.7
1980,KS,3726,3756,36.6,36.9
1980,KY,2950,1759,53.5,31.9
1980,KY,4926,2986,53.1,32.2
1980,KY,3188,1572,58.4,28.8
1980,KY,845,381,59.3,26.8
1980,KY,4310,2887,50.2,33.6
1980,LA,6780,2866,61.8,26.1
1980,MD,7427,4005,53,28.6
1980,MD,4734,3016,46.1,29.4
1980,MI,9238,10120,39.2,42.9
1980,MI,11698,13530,37.4,43.2
1980,MN,3274,3361,38.5,39.5
1980,MN,2890,2865,41.3,40.9
1980,MN,4644,4999,38,40.9
1980,MN,7341,5862,45.5,36.4
1980,MN,4751,4646,40.7,39.8
1980,MN,4879,4681,39.7,38.1
1980,MN,3312,4300,31.8,41.3
1980,MS,8903,3541,59.1,23.5
1980,MS,4140,1240,63.5,19
1980,MS,5925,3308,54.5,30.4
1980,MS,7002,3743,53.6,28.7
1980,MO,3229,3170,42,41.3
1980,MO,5904,3481,53.5,31.5
1980,MO,2278,2433,40.5,43.3
1980,MO,4541,2915,52.8,33.9
1980,MO,5257,5039,41.6,39.8
1980,MO,3551,4171,36,42.3
1980,MO,3521,2592,49.1,36.1
1980,MO,4458,4000,42.6,38.3
1980,MO,2702,2098,47.7,37.1
1980,MO,4191,3329,48.7,38.7
1980,MO,6028,2900,61.1,29.4
1980,NV,634,774,31.4,38.3
1980,NH,4139,6711,22.5,36.5
1980,NY,15663,14582,38.2,35.5
1980,NY,8542,9396,36.8,40.5
1980,NC,7792,4390,53.1,29.9
1980,NC,4169,1935,54.9,25.5
1980,NC,7152,3039,54.5,23.2
1980,NC,15823,8120,54.3,27.9
1980,NC,5999,2124,62.6,22.2
1980,OH,7102,4908,52.1,36
1980,OH,8456,8514,42.6,42.9
1980,OH,3234,4019,38.7,48.1
1980,OH,7921,10710,35.5,47.9
1980,OH,3240,2649,49.2,40.2
1980,OK,3294,3031,40.3,37
1980,OK,8549,5914,46.8,32.4
1980,OK,8477,5750,48.7,33.1
1980,OK,2890,3270,34.6,39.2
1980,OK,2670,2638,37.7,37.2
1980,OK,3693,2063,53.6,29.9
1980,OR,4344,5709,31.8,41.8
1980,PA,8515,10225,36.3,43.6
1980,PA,10706,9270,44.6,38.6
1980,PA,8238,9248,37.9,42.5
1980,SC,12780,5153,59.4,23.9
1980,TN,5030,2300,59.8,27.3
1980,TN,7774,4935,51.6,32.7
1980,TN,8358,3639,61.2,26.7
1980,TN,6374,2947,57,26.4
1980,TN,2247,1328,53.8,31.8
1980,TN,4563,3443,48,36.2
1980,TN,8469,4136,59.6,29.1
1980,TN,2790,1727,50.5,31.3
1980,TN,2159,1237,56.7,32.5
1980,TX,1426,819,45.7,26.3
1980,TX,4855,2294,51.8,24.5
1980,TX,5806,3422,48.3,28.5
1980,TX,6739,2835,57.7,24.3
1980,TX,1906,845,58.4,25.9
1980,TX,8498,4294,53,26.8
1980,TX,7648,3053,60.2,24
1980,TX,4060,1475,59.3,21.5
1980,TX,5977,2409,59.1,23.8
1980,TX,4427,1871,54.4,23
1980,TX,8892,4131,54.5,25.3
1980,TX,2383,1447,50.7,30.8
1980,TX,4737,1665,61.2,21.5
1980,TX,3692,1419,56.5,21.7
1980,TX,7573,3911,54.6,28.2
1980,TX,6156,3192,53.8,27.9
1980,TX,8195,4036,54,26.6
1980,TX,1823,959,57.3,30.1
1980,TX,3863,2016,56.1,29.3
1980,TX,10226,6084,50.7,30.2
1980,VA,5806,1705,64.6,19
1980,VA,2757,1112,60.6,24.5
1980,VA,2933,1244,53.6,22.7
1980,VA,4042,1242,67.2,20.6
1980,VA,2113,1023,57.4,27.8
